date,time,ow_aqi,ow_pm2_5,ow_pm10,ow_co,ow_no2,ow_o3,ow_temp,ow_humidity,aqicn_aqi,aqicn_pm2_5,aqicn_pm10,aqicn_no2,aqicn_o3,aqicn_temp,aqicn_humidity
2025-07-13,01:47:18,3,15.96,64.05,83.48,0.08,44.97,28.9,74,72,72,33,17.2,2.1,27,79.38000000000001
2025-07-13,03:39:08,3,17.07,70.93,83.53,0.08,44.65,31.9,58,92,92,46,15.9,2.6,28,65.07
2025-07-13,04:35:45,3,18.14,76.93,82.71,0.07,43.9,31.9,55,117,117,57,14.4,3.3,28,60.553333333333335
2025-07-13,05:20:15,3,18.14,76.93,82.71,0.07,43.9,32.9,52,112,112,55,14.7,3.3,28,54.875
2025-07-13,06:27:28,3,19.44,83.1,81.69,0.07,42.89,33.9,49,95,95,49,15.5,4,30,47.66
2025-07-13,07:19:17,3,20.68,88.6,80.75,0.06,41.84,33.9,49,109,109,54,15.1,5.4,31,41.754999999999995
2025-07-13,08:22:30,3,21.45,91.86,79.93,0.06,40.92,33.9,52,119,119,57,16.5,6.3,31,37.86
2025-07-13,09:19:46,3,21.71,92.84,79.48,0.05,40.35,32.9,58,93,93,47,16.4,6,31,42.400000000000006
2025-07-13,10:20:26,3,21.8,93.27,79.33,0.05,40.22,32.9,58,79,79,37,15.3,6.2,32,37.155
2025-07-13,11:14:46,3,21.82,93.81,78.92,0.05,40.12,31.9,62,80,80,38,14.1,5.6,31.5,38.8
2025-07-13,12:35:45,3,21.82,94.92,78.48,0.07,40.54,31.9,62,92,92,46,16.2,6.3,32,43.02
2025-07-13,13:27:53,3,21.82,94.92,78.48,0.07,40.54,30.9,66,92,92,46,16.5,6.2,31,49.22
2025-07-13,14:16:21,3,20.26,85.37,80.02,0.08,41.08,30.9,70,92,92,47,16.1,6.1,31,58.12
2025-07-13,15:17:35,3,19.81,83.49,80.27,0.08,41.49,30.9,66,88,88,43,14.7,9.7,28,67.53999999999999
